file,source_sha256,row_id,row_number,status,role,evidence
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:13,13,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:14,14,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:15,15,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:16,16,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:17,17,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:18,18,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:19,19,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:20,20,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:21,21,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:22,22,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:23,23,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:24,24,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:25,25,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:26,26,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:27,27,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:28,28,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:29,29,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:30,30,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:31,31,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:32,32,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:33,33,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:34,34,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:35,35,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:36,36,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:37,37,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:38,38,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:39,39,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:40,40,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:41,41,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:42,42,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:43,43,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:44,44,accepted,observation,canonical Fig3 JK deep
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:45,45,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:46,46,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:47,47,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:48,48,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:49,49,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:50,50,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:51,51,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:52,52,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:53,53,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:54,54,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:55,55,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:56,56,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:57,57,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:58,58,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:59,59,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:60,60,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:61,61,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:62,62,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:63,63,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:64,64,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:65,65,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:66,66,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:67,67,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:68,68,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:69,69,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:70,70,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:71,71,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:72,72,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:73,73,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:74,74,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:75,75,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:76,76,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:77,77,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:78,78,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:79,79,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:80,80,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:81,81,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:82,82,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:83,83,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:84,84,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:85,85,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:86,86,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:87,87,excluded,observation,Cimbali outside primary fold
fig03_cylindrical_chamber_profiles.csv,47caea0c0d041d0e4abd744fcacc3abccbacc2d555bf0f030ac794ffe4bc9e2d,fig03_cylindrical_chamber_profiles.csv:data:88,88,excluded,observation,Cimbali outside primary fold
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:1,1,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:2,2,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:3,3,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:4,4,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:5,5,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:6,6,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:7,7,excluded_pending_pdf_confirmation,suspected_legend,owner identified suspected legend coordinate; original PDF confirmation required
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:8,8,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:9,9,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:10,10,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:11,11,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:12,12,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:13,13,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:14,14,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:15,15,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:16,16,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:17,17,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:18,18,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:19,19,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:20,20,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:21,21,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:22,22,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:23,23,excluded,duplicate,Fig11 blue repeats Fig3 JK deep lineage
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:24,24,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:25,25,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:26,26,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:27,27,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:28,28,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:29,29,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:30,30,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:31,31,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:32,32,accepted,observation,Fig11 JK shallow target only
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:33,33,excluded_pending_pdf_confirmation,suspected_legend,owner identified suspected legend coordinate; original PDF confirmation required
fig11_bed_mass_comparison.csv,a6c13d245e0301b60a2e8c894e6977eb6657023e953bb06be707ed9e7ea7c155,fig11_bed_mass_comparison.csv:data:34,34,accepted,observation,Fig11 JK shallow target only
