sample_id,coffee_species,temperature_C,pressure_bar,grind_category,observable,mean,unit,rsd_percent,sd_reconstructed,n_reported,n_qualification,source_table,source_doi,provenance_status
A11,Arabica,91,8,O,total_solids,10.21,g/100 mL,4.5,0.45945,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A11,Arabica,91,8,O,total_lipids,0.29,g/100 mL,19.2,0.05568,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A12,Arabica,93.4,9,C,total_solids,8.79,g/100 mL,2.2,0.19338,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A12,Arabica,93.4,9,C,total_lipids,0.33,g/100 mL,11.5,0.03795,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A13,Arabica,93.4,6,C,total_solids,10.08,g/100 mL,11.2,1.12896,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A13,Arabica,93.4,6,C,total_lipids,0.34,g/100 mL,9,0.0306,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A14,Arabica,93.4,12,C,total_solids,10.38,g/100 mL,14.4,1.49472,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A14,Arabica,93.4,12,C,total_lipids,0.44,g/100 mL,12.1,0.05324,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A15,Arabica,98,9,C,total_solids,9.15,g/100 mL,8.9,0.81435,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A15,Arabica,98,9,C,total_lipids,0.43,g/100 mL,17.9,0.07697,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A16,Arabica,98,12,C,total_solids,9.38,g/100 mL,0.9,0.08442,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A16,Arabica,98,12,C,total_lipids,0.52,g/100 mL,8.3,0.04316,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A17,Arabica,98,6,C,total_solids,9.49,g/100 mL,4.5,0.42705,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A17,Arabica,98,6,C,total_lipids,0.55,g/100 mL,12.9,0.07095,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A18,Arabica,88,9,C,total_solids,9.59,g/100 mL,6.8,0.65212,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A18,Arabica,88,9,C,total_lipids,0.29,g/100 mL,3.5,0.01015,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A19,Arabica,88,12,C,total_solids,9.05,g/100 mL,1.2,0.1086,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A19,Arabica,88,12,C,total_lipids,0.65,g/100 mL,1.1,0.00715,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A20,Arabica,88,6,C,total_solids,9.79,g/100 mL,0.9,0.08811,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A20,Arabica,88,6,C,total_lipids,0.43,g/100 mL,18.2,0.07826,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A21,Arabica,89,10,C,total_solids,8.8,g/100 mL,6.4,0.5632,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A21,Arabica,89,10,C,total_lipids,0.36,g/100 mL,0,0,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13; rounded_zero_requires_predeclared_sigma_floor
A22,Arabica,97,7,C,total_solids,9.22,g/100 mL,1.2,0.11064,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A22,Arabica,97,7,C,total_lipids,0.35,g/100 mL,12.1,0.04235,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A23,Arabica,93.4,9,F,total_solids,10.73,g/100 mL,5,0.5365,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A23,Arabica,93.4,9,F,total_lipids,0.52,g/100 mL,12.2,0.06344,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A24,Arabica,93.4,6,F,total_solids,10.84,g/100 mL,7.6,0.82384,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A24,Arabica,93.4,6,F,total_lipids,0.45,g/100 mL,8.7,0.03915,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A25,Arabica,93.4,12,F,total_solids,10.5,g/100 mL,2.3,0.2415,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A25,Arabica,93.4,12,F,total_lipids,0.45,g/100 mL,2.1,0.00945,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A26,Arabica,98,12,F,total_solids,10.9,g/100 mL,9.9,1.0791,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A26,Arabica,98,12,F,total_lipids,0.41,g/100 mL,12.8,0.05248,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A27,Arabica,98,6,F,total_solids,11.61,g/100 mL,2.3,0.26703,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A27,Arabica,98,6,F,total_lipids,0.68,g/100 mL,4.6,0.03128,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A28,Arabica,98,9,F,total_solids,10.93,g/100 mL,3.5,0.38255,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A28,Arabica,98,9,F,total_lipids,0.69,g/100 mL,18.2,0.12558,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A29,Arabica,88,9,F,total_solids,10.87,g/100 mL,6.2,0.67394,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A29,Arabica,88,9,F,total_lipids,0.66,g/100 mL,19.5,0.1287,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A30,Arabica,88,12,F,total_solids,10.65,g/100 mL,0.6,0.0639,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A30,Arabica,88,12,F,total_lipids,0.47,g/100 mL,8.4,0.03948,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A31,Arabica,88,6,F,total_solids,11.52,g/100 mL,5.6,0.64512,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A31,Arabica,88,6,F,total_lipids,0.62,g/100 mL,17.8,0.11036,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A32,Arabica,90,8,F,total_solids,11.42,g/100 mL,4.5,0.5139,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A32,Arabica,90,8,F,total_lipids,0.59,g/100 mL,4.8,0.02832,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A33,Arabica,95,11,F,total_solids,10.31,g/100 mL,1.9,0.19589,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
A33,Arabica,95,11,F,total_lipids,0.47,g/100 mL,14.8,0.06956,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R1,Robusta,93.4,9,O,total_solids,9.78,g/100 mL,17.9,1.75062,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R1,Robusta,93.4,9,O,total_lipids,0.07,g/100 mL,16.8,0.01176,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R2,Robusta,93.4,12,O,total_solids,10.12,g/100 mL,16.9,1.71028,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R2,Robusta,93.4,12,O,total_lipids,0.11,g/100 mL,17.1,0.01881,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R3,Robusta,93.4,6,O,total_solids,10.15,g/100 mL,18.8,1.9082,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R3,Robusta,93.4,6,O,total_lipids,0.14,g/100 mL,15.7,0.02198,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R4,Robusta,88,9,O,total_solids,10.31,g/100 mL,9.7,1.00007,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R4,Robusta,88,9,O,total_lipids,0.06,g/100 mL,13.1,0.00786,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R5,Robusta,88,12,O,total_solids,10.72,g/100 mL,9.1,0.97552,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R5,Robusta,88,12,O,total_lipids,0.11,g/100 mL,12,0.0132,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R6,Robusta,88,6,O,total_solids,11.2,g/100 mL,0.9,0.1008,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R6,Robusta,88,6,O,total_lipids,0.08,g/100 mL,8.8,0.00704,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R7,Robusta,98,9,O,total_solids,11.19,g/100 mL,3.8,0.42522,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R7,Robusta,98,9,O,total_lipids,0.1,g/100 mL,6.4,0.0064,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R8,Robusta,98,12,O,total_solids,9.63,g/100 mL,14,1.3482,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R8,Robusta,98,12,O,total_lipids,0.1,g/100 mL,9.6,0.0096,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R9,Robusta,98,6,O,total_solids,10.88,g/100 mL,3.7,0.40256,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R9,Robusta,98,6,O,total_lipids,0.06,g/100 mL,4.2,0.00252,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R10,Robusta,96,9,O,total_solids,12.09,g/100 mL,16.9,2.04321,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R10,Robusta,96,9,O,total_lipids,0.03,g/100 mL,19,0.0057,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R11,Robusta,91,8,O,total_solids,9.83,g/100 mL,14.5,1.42535,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R11,Robusta,91,8,O,total_lipids,0.07,g/100 mL,6.5,0.00455,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R12,Robusta,93.4,9,C,total_solids,9.46,g/100 mL,3.6,0.34056,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R12,Robusta,93.4,9,C,total_lipids,0.11,g/100 mL,20,0.022,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R13,Robusta,93.4,12,C,total_solids,8.62,g/100 mL,17.1,1.47402,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R13,Robusta,93.4,12,C,total_lipids,0.1,g/100 mL,8.5,0.0085,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R14,Robusta,93.4,6,C,total_solids,10.86,g/100 mL,0.7,0.07602,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R14,Robusta,93.4,6,C,total_lipids,0.12,g/100 mL,19.9,0.02388,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R15,Robusta,88,9,C,total_solids,9.69,g/100 mL,4.7,0.45543,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R15,Robusta,88,9,C,total_lipids,0.07,g/100 mL,5.2,0.00364,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R16,Robusta,88,12,C,total_solids,11.03,g/100 mL,5.6,0.61768,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R16,Robusta,88,12,C,total_lipids,0.11,g/100 mL,18.7,0.02057,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R17,Robusta,88,6,C,total_solids,9.13,g/100 mL,2.7,0.24651,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R17,Robusta,88,6,C,total_lipids,0.08,g/100 mL,16.9,0.01352,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R18,Robusta,98,9,C,total_solids,9.53,g/100 mL,1.8,0.17154,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R18,Robusta,98,9,C,total_lipids,0.09,g/100 mL,19,0.0171,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R19,Robusta,98,12,C,total_solids,8.85,g/100 mL,19.4,1.7169,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R19,Robusta,98,12,C,total_lipids,0.08,g/100 mL,1.8,0.00144,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R20,Robusta,98,6,C,total_solids,11.3,g/100 mL,8,0.904,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R20,Robusta,98,6,C,total_lipids,0.04,g/100 mL,14.2,0.00568,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R21,Robusta,97,7,C,total_solids,10.88,g/100 mL,11,1.1968,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R21,Robusta,97,7,C,total_lipids,0.06,g/100 mL,0.6,0.00036,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R22,Robusta,89,10,C,total_solids,8.53,g/100 mL,9.6,0.81888,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R22,Robusta,89,10,C,total_lipids,0.09,g/100 mL,10.4,0.00936,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R23,Robusta,93.4,9,F,total_solids,12.55,g/100 mL,3.5,0.43925,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R23,Robusta,93.4,9,F,total_lipids,0.09,g/100 mL,13.1,0.01179,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R24,Robusta,93.4,12,F,total_solids,10.05,g/100 mL,18.3,1.83915,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R24,Robusta,93.4,12,F,total_lipids,0.07,g/100 mL,15.3,0.01071,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R25,Robusta,93.4,6,F,total_solids,11.95,g/100 mL,6.7,0.80065,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R25,Robusta,93.4,6,F,total_lipids,0.07,g/100 mL,18,0.0126,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R26,Robusta,88,9,F,total_solids,11.63,g/100 mL,18.6,2.16318,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R26,Robusta,88,9,F,total_lipids,0.02,g/100 mL,16.2,0.00324,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R27,Robusta,88,12,F,total_solids,11.28,g/100 mL,3.1,0.34968,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R27,Robusta,88,12,F,total_lipids,0.09,g/100 mL,12.1,0.01089,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R28,Robusta,88,6,F,total_solids,10.36,g/100 mL,3.5,0.3626,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R28,Robusta,88,6,F,total_lipids,0.07,g/100 mL,17.4,0.01218,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
