search_id,provider,query,result_rank,title,authors,year,doi_or_stable_id,result_url,retrieval_date,candidate_id,duplicate_of,screening_state
q01_crossref,Crossref,caffeine trigonelline roasted coffee HPLC,20,"Simultaneous Determination of Trigonelline, Caffeine, Chlorogenic Acid and Their Related Compounds in Instant Coffee Samples by HPLC Using an Acidic Mobile Phase Containing Octanesulfonate",Kana Arai; Hiroyuki Terashima; Sen-ichi Aizawa; Atsushi Taga; Atsushi Yamamoto; Kaname Tsutsumiuchi; Shuji Kodama,2015,10.2116/analsci.31.831,https://doi.org/10.2116/analsci.31.831,2026-08-25,candidate_0020,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,1,Correlation between cup quality and chemical attributes of Brazilian coffee,Adriana Farah; Mariana Monteiro; Verônica Calado; Adriana S. Franca; Luiz C. Trugo,2005,10.1016/j.foodchem.2005.07.032,https://doi.org/10.1016/j.foodchem.2005.07.032,2026-08-25,candidate_0021,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,2,"Discriminate Analysis of Roasted Coffee Varieties for Trigonelline, Nicotinic Acid, and Caffeine Content",Susana Casal; M. Beatriz P.P. Oliveira; M. Rui Alves; Margarida A. Ferreira,2000,10.1021/jf990702b,https://doi.org/10.1021/jf990702b,2026-08-25,candidate_0006,candidate_0006,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,3,"HPLC/diode-array applied to the thermal degradation of trigonelline, nicotinic acid and caffeine in coffee",Susana Casal; M. Beatriz P.P. Oliveira; Margarida A. Ferreira,2000,10.1016/s0308-8146(99)00228-9,https://doi.org/10.1016/s0308-8146(99)00228-9,2026-08-25,candidate_0003,candidate_0003,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,4,Antioxidant Properties of Roasted Coffee Residues,Wen‐Jye Yen; Bor-Sen Wang; Lee‐Wen Chang; Pin‐Der Duh,2005,10.1021/jf0402429,https://doi.org/10.1021/jf0402429,2026-08-25,candidate_0022,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,5,Identification and quantification of bioactive compounds in coffee brews by HPLC–DAD–MSn,Naira Poerner Rodrigues; Neura Bragagnolo,2013,10.1016/j.jfca.2013.09.002,https://doi.org/10.1016/j.jfca.2013.09.002,2026-08-25,candidate_0023,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,6,Phenolic compounds in coffee,Adriana Farah; Carmen Marino Donangelo,2006,10.1590/s1677-04202006000100003,https://doi.org/10.1590/s1677-04202006000100003,2026-08-25,candidate_0024,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,7,Acute Effects of Decaffeinated Coffee and the Major Coffee Components Chlorogenic Acid and Trigonelline on Glucose Tolerance,Aimée E. van Dijk; Margreet R. Olthof; Joke C. Meeuse; Elin Seebus; R.J. Heine; Rob M. van Dam,2009,10.2337/dc09-0207,https://doi.org/10.2337/dc09-0207,2026-08-25,candidate_0025,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,8,Phytochemical Profile and Antioxidant Capacity of Coffee Plant Organs Compared to Green and Roasted Coffee Beans,Robert Acidri; Yumiko Sawai; Yuko Sugimoto; Takuo Handa; Daisuke Sasagawa; Tsugiyuki Masunaga; Sadahiro Yamamoto; Eiji Nishihara,2020,10.3390/antiox9020093,https://doi.org/10.3390/antiox9020093,2026-08-25,candidate_0026,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,9,Determination of Biologically Active Substances in Roasted Coffees Using a Diode-Array HPLC System,Mayumi Minamisawa; Shöichirö Yoshida; Nobuharù Takai,2004,10.2116/analsci.20.325,https://doi.org/10.2116/analsci.20.325,2026-08-25,candidate_0027,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,10,"Optimization of Methodology for Simultaneous Quantification of Trigonelline, 5-Caffeoylquinic Acid, and Caffeine in Green and Roasted Coffee Extracts by HPLC",Walace Breno da Silva; Larissa Rocha Soares; Lucca Dornelas Guimarães Moura; Márcio Santos Soares; Sabrina Alves da Silva; Daniele Birck Moreira; Pedro Ivo Vieira Good God; Geraldo Humberto Silva,2025,10.1021/acsomega.5c05526,https://doi.org/10.1021/acsomega.5c05526,2026-08-25,candidate_0028,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,11,"Non-destructive analysis of sucrose, caffeine and trigonelline on single green coffee beans by hyperspectral imaging",Nicola Caporaso; Martin B. Whitworth; Stephen Grebby; Ian D. Fisk,2017,10.1016/j.foodres.2017.12.031,https://doi.org/10.1016/j.foodres.2017.12.031,2026-08-25,candidate_0029,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,12,"Development of an HPLC/Diode-Array Detector Method for Simultaneous Determination of Trigonelline, Nicotinic Acid, and Caffeine in Coffee",Susana Casal; M. Beatriz P.P. Oliveira; Margarida A. Ferreira,1998,10.1080/10826079808001267,https://doi.org/10.1080/10826079808001267,2026-08-25,candidate_0018,candidate_0018,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,13,"Chlorogenic acids, caffeine content and antioxidant properties of green coffee extracts: influence of green coffee bean preparation",Magdalena Jeszka‐Skowron; Aleksandra Sentkowska; Krystyna Pyrzyńska; María-Paz De Peña,2016,10.1007/s00217-016-2643-y,https://doi.org/10.1007/s00217-016-2643-y,2026-08-25,candidate_0030,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,14,"Multivariate Methods for Characterization and Classification of Espresso Coffees from Different Botanical Varieties and Types of Roast by Foam, Taste, and Mouthfeel",Laura Maeztu; Susana Andueza; C. Ibañez; María-Paz De Peña; José Belló; Concepción Cid,2001,10.1021/jf010314l,https://doi.org/10.1021/jf010314l,2026-08-25,candidate_0031,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,15,Characteristics of fermented coffee inoculated with yeast starter cultures using different inoculation methods,Ana Paula Pereira Bressani; Silvia Juliana Martinez; Suzana Reis Evangelista; Disney Ribeiro Dias; Rosane Freitas Schwan,2018,10.1016/j.lwt.2018.02.029,https://doi.org/10.1016/j.lwt.2018.02.029,2026-08-25,candidate_0032,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,16,"Caffeine Consumption through Coffee: Content in the Beverage, Metabolism, Health Benefits and Risks",Juliana DePaula; Adriana Farah,2019,10.3390/beverages5020037,https://doi.org/10.3390/beverages5020037,2026-08-25,candidate_0033,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,17,Risk Assessment of Trigonelline in Coffee and Coffee By-Products,Nick Konstantinidis; Heike Franke; Steffen Schwarz; Dirk W. Lachenmeier,2023,10.3390/molecules28083460,https://doi.org/10.3390/molecules28083460,2026-08-25,candidate_0034,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,18,"The Effect of Time, Roasting Temperature, and Grind Size on Caffeine and Chlorogenic Acid Concentrations in Cold Brew Coffee",Megan Fuller; Niny Z. Rao,2017,10.1038/s41598-017-18247-4,https://doi.org/10.1038/s41598-017-18247-4,2026-08-25,candidate_0035,,ATLAS_INCLUDED_METADATA_ONLY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,19,Antioxidant Property of Coffee Components: Assessment of Methods that Define Mechanisms of Action,Ningjian Liang; David D. Kitts,2014,10.3390/molecules191119180,https://doi.org/10.3390/molecules191119180,2026-08-25,candidate_0036,,OUT_OF_SCOPE_NON_INVENTORY
q01_openalex,OpenAlex,caffeine trigonelline roasted coffee HPLC,20,Chlorogenic acids and other relevant compounds in Brazilian coffees processed by semi-dry and wet post-harvesting methods,Giselle S. Duarte; Antônio Alves Pereira; Adriana Farah,2009,10.1016/j.foodchem.2009.05.042,https://doi.org/10.1016/j.foodchem.2009.05.042,2026-08-25,candidate_0037,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,1,Caffeine - Wikipedia,,,,https://en.m.wikipedia.org/wiki/Caffeine,2026-08-25,candidate_0038,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,2,Caffeine: How much is too much? - Mayo Clinic,,,,https://www.mayoclinic.org/healthy-lifestyle/nutrition-and-healthy-eating/in-depth/caffeine/art-20045678,2026-08-25,candidate_0039,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,3,"Caffeine: What It Is, Benefits and Side Effects",,,,https://health.clevelandclinic.org/caffeine,2026-08-25,candidate_0040,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,4,"What Is Caffeine, and Is It Good or Bad for Health?",,,,https://www.healthline.com/nutrition/what-is-caffeine,2026-08-25,candidate_0041,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,5,Spilling the Beans: How Much Caffeine is Too Much? | FDA,,,,https://www.fda.gov/consumers/consumer-updates/spilling-beans-how-much-caffeine-too-much,2026-08-25,candidate_0042,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,6,"Caffeine content for coffee, tea, soda and more - Mayo Clinic",,,,https://www.mayoclinic.org/healthy-lifestyle/nutrition-and-healthy-eating/in-depth/caffeine/art-20049372,2026-08-25,candidate_0043,,ATLAS_INCLUDED_METADATA_ONLY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,7,Caffeine | C8H10N4O2 | CID 2519 - PubChem,,,,https://pubchem.ncbi.nlm.nih.gov/compound/Caffeine,2026-08-25,candidate_0044,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,8,Caffeine • The Nutrition Source,,,,https://nutritionsource.hsph.harvard.edu/caffeine/,2026-08-25,candidate_0045,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,9,Caffeine - Alcohol and Drug Foundation,,,,https://adf.org.au/drug-facts/caffeine/,2026-08-25,candidate_0046,,OUT_OF_SCOPE_NON_INVENTORY
q01_generalpublicweb,GeneralPublicWeb,caffeine trigonelline roasted coffee HPLC,10,"Caffeine | Stimulant, Health Benefits, Addiction | Britannica",,,,https://www.britannica.com/science/caffeine,2026-08-25,candidate_0047,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,1,Chemical and sensory composition of arabica and robusta coffee in response to modifications in the roasting process,; Valdeir Viana Freitas,,10.47328/ufvbbt.2023.663,https://doi.org/10.47328/ufvbbt.2023.663,2026-08-25,candidate_0048,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,2,"Comparison of methylxantines, trigonelline, nicotinic acid and nicotinamide contents in brews of green and processed Arabica and Robusta coffee beans – Influence of steaming, decaffeination and roasting processes on coffee beans",Magdalena Jeszka-Skowron; Robert Frankowski; Agnieszka Zgoła-Grześkowiak,2020,10.1016/j.lwt.2020.109344,https://doi.org/10.1016/j.lwt.2020.109344,2026-08-25,candidate_0049,,ATLAS_INCLUDED_METADATA_ONLY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,3,THE EFFECT OF RICE INCLUSION ON THE MEDIUM ROASTING PROFILE ON ACIDITY LEVELS AND CAFFEINE CONTENT OF SUMOWONO ARABICA COFFEE (COFFEA ARABICA),Indah Riwayati; Muhammad Khoirul Amin; Laeli Kurniasari; Mochamad Purnomo,2025,10.31942/ce.v10i1.12731,https://doi.org/10.31942/ce.v10i1.12731,2026-08-25,candidate_0050,,ATLAS_INCLUDED_METADATA_ONLY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,4,"Review for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",,2022,10.1111/ijfs.15900/v1/review2,https://doi.org/10.1111/ijfs.15900/v1/review2,2026-08-25,candidate_0051,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,5,"Review for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",,2022,10.1111/ijfs.15900/v1/review3,https://doi.org/10.1111/ijfs.15900/v1/review3,2026-08-25,candidate_0052,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,6,"Review for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",,2022,10.1111/ijfs.15900/v2/review1,https://doi.org/10.1111/ijfs.15900/v2/review1,2026-08-25,candidate_0053,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,7,THE EFFECT OF ROASTING USING SPOUTED BED ROASTER ON PSYCHOHEMICAL ROBUSTA AND ARABICA TEMANGGUNG COFFEE,,2024,10.24961/j.tek.ind.pert.2024.34.1.28,https://doi.org/10.24961/j.tek.ind.pert.2024.34.1.28,2026-08-25,candidate_0054,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,8,"Review for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",,2022,10.1111/ijfs.15900/v1/review1,https://doi.org/10.1111/ijfs.15900/v1/review1,2026-08-25,candidate_0055,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,9,"Decision letter for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",,2022,10.1111/ijfs.15900/v2/decision1,https://doi.org/10.1111/ijfs.15900/v2/decision1,2026-08-25,candidate_0056,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,10,"Decision letter for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",,2022,10.1111/ijfs.15900/v1/decision1,https://doi.org/10.1111/ijfs.15900/v1/decision1,2026-08-25,candidate_0057,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,11,"Effects of roasting degree on radical scavenging activity, phenolics and volatile compounds of Arabica coffee beans (Coffea arabica L. cv. Catimor)",Chanyarin Somporn; Amnouy Kamtuo; Piyada Theerakulpisut; Sirithon Siriamornpun,2011,10.1111/j.1365-2621.2011.02748.x,https://doi.org/10.1111/j.1365-2621.2011.02748.x,2026-08-25,candidate_0058,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,12,The Analysis of Chlorogenic Acid and Caffeine Content and Its Correlation with Coffee Bean Color under Different Roasting Degree and Sources of Coffee (Coffea arabica Typica),Chia-Fang Tsai; Irvan Prawira Julius Jioe,2021,10.3390/pr9112040,https://doi.org/10.3390/pr9112040,2026-08-25,candidate_0059,,ATLAS_INCLUDED_METADATA_ONLY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,13,Simultaneous determination by NIR spectroscopy of the roasting degree and Arabica/Robusta ratio in roasted and ground coffee,E. Bertone; A. Venturello; A. Giraudo; G. Pellegrino; F. Geobaldo,2016,10.1016/j.foodcont.2015.06.055,https://doi.org/10.1016/j.foodcont.2015.06.055,2026-08-25,candidate_0060,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,14,Effect of blend percentage and roasting degree on sensory quality of arabica-robusta coffee blend,Y Abubakar; T Gemasih; M Muzaifa; D Hasni; M I Sulaiman,2020,10.1088/1755-1315/425/1/012081,https://doi.org/10.1088/1755-1315/425/1/012081,2026-08-25,candidate_0061,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,15,Evaluation of Acrylamide Levels in Arabica (Coffea arabica) and Robusta (Coffea canephora) Coffee Roasting Variations for Nutraceutical Capsules,Putri Siti Juwariyah; Firstca Aulia Rachma; Dante Alighiri,2026,10.22146/jfps.25012,https://doi.org/10.22146/jfps.25012,2026-08-25,candidate_0062,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,16,"Author response for ""Acrylamide: impact of precursors concentration, origin, post‐harvesting process and roasting level in high quality Arabica and Robusta coffee""",Fosca Vezzulli; Sara Triachini; Annalisa Mulazzi; Milena Lambri; Terenzio Bertuzzi,2022,10.1111/ijfs.15900/v2/response1,https://doi.org/10.1111/ijfs.15900/v2/response1,2026-08-25,candidate_0063,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,17,Differential regulation of caffeine metabolism in Coffea arabica (Arabica) and Coffea canephora (Robusta),Charlène Perrois; Susan R. Strickler; Guillaume Mathieu; Maud Lepelley; Lucie Bedon; Stéphane Michaux; Jwanro Husson; Lukas Mueller; Isabelle Privat,2014,10.1007/s00425-014-2170-7,https://doi.org/10.1007/s00425-014-2170-7,2026-08-25,candidate_0064,,OUT_OF_SCOPE_NON_INVENTORY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,18,Determining the Efficiency and Yield of Caffeine Extraction for Robusta and Arabica Coffee Beans,Zeyu Yu; Akshay Jakkidi Reddy; Himanshu Wagh,2021,10.53043/2320-1991.acb90013,https://doi.org/10.53043/2320-1991.acb90013,2026-08-25,candidate_0065,,ATLAS_INCLUDED_METADATA_ONLY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,19,Effect of roasting temperature and time on caffeine retention in Sri Lankan Robusta coffee (Coffea canephora) beans,P.S.I.U. Jayarathne; L.B. Dunsford; W.M.M. Fernando,2025,10.64920/iprc25010,https://doi.org/10.64920/iprc25010,2026-08-25,candidate_0066,,ATLAS_INCLUDED_METADATA_ONLY
q02_crossref,Crossref,caffeine trigonelline roasting degree arabica robusta,20,"Caffeine, trigonelline, chlorogenic acids and sucrose diversity in wild Coffea arabica L. and C. canephora P. accessions",C.-L Ky; J Louarn; S Dussert; B Guyot; S Hamon; M Noirot,2001,10.1016/s0308-8146(01)00204-7,https://doi.org/10.1016/s0308-8146(01)00204-7,2026-08-25,candidate_0067,,OUT_OF_SCOPE_NON_INVENTORY
q02_openalex,OpenAlex,caffeine trigonelline roasting degree arabica robusta,1,Roasting process affects differently the bioactive compounds and the antioxidant activity of arabica and robusta coffees,Josiane Alessandra Vignoli; Marcelo Caldeira Viegas; Denisley Gentil Bassoli; Marta de Toledo Benassi,2013,10.1016/j.foodres.2013.06.006,https://doi.org/10.1016/j.foodres.2013.06.006,2026-08-25,candidate_0068,,OUT_OF_SCOPE_NON_INVENTORY
q02_openalex,OpenAlex,caffeine trigonelline roasting degree arabica robusta,2,"HPLC/diode-array applied to the thermal degradation of trigonelline, nicotinic acid and caffeine in coffee",Susana Casal; M. Beatriz P.P. Oliveira; Margarida A. Ferreira,2000,10.1016/s0308-8146(99)00228-9,https://doi.org/10.1016/s0308-8146(99)00228-9,2026-08-25,candidate_0003,candidate_0003,ATLAS_INCLUDED_METADATA_ONLY
q02_openalex,OpenAlex,caffeine trigonelline roasting degree arabica robusta,3,Discrimination between Arabica and Robusta Coffees Using Hydrosoluble Compounds: Is the Efficiency of the Parameters Dependent on the Roast Degree?,Rafael Carlos Eloy Dias; Marta de Toledo Benassi,2015,10.3390/beverages1030127,https://doi.org/10.3390/beverages1030127,2026-08-25,candidate_0069,,OUT_OF_SCOPE_NON_INVENTORY
q02_openalex,OpenAlex,caffeine trigonelline roasting degree arabica robusta,4,Variability of single bean coffee volatile compounds of Arabica and robusta roasted coffees analysed by SPME-GC-MS,Nicola Caporaso; Martin B. Whitworth; Chenhao Cui; Ian D. Fisk,2018,10.1016/j.foodres.2018.03.077,https://doi.org/10.1016/j.foodres.2018.03.077,2026-08-25,candidate_0070,,OUT_OF_SCOPE_NON_INVENTORY
